substance_id,substance_name,as_cas_number,substance_status,approval_date,expiry_date,risk_assessment,substance_category,as_is_group,as_micro_org,rms,corms,remark,legislations_old,legislations_actives,tox_value_adi,tox_source_adi,tox_remark_adi,tox_value_arfd,tox_sourc_earfd,tox_source_earfd,tox_remark_arfd,tox_value_aoel,tox_source_aoel,tox_remark_aoel,tox_value_aaoel,tox_source_aaoel,tox_remark_aaoel,tox_value_other,tox_source_other,tox_remark_other,authorisations_at_nat_level,classification_reg_1272,ac_type,basic_substance,low_risk_active_substance,candidate_for_substitution,candidate_for_substitution_type,active_substance_part_of_group,active_substance_part_of_group_id,as_member_id,as_member_name,pesticide_residue_linked,pest_res_linked_annex,pest_res_linked_legislation,pest_res_linked_legislation_url,pest_res_mrl_webpage
830,Calcium carbonate (aka chalk),471-34-1,Not approved,,,,,No,No,,,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32002R2076:EN:NOT"">2002/2076</a>",,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,Calcium carbonate ,Annex IV,Reg. (EC) No 839/2008,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32008R0839,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=407
374,(Z)-8-Dodecen-1-yl acetate (SCLP Actetates),28079-04-1,Approved,01/09/2022,30/08/2037,EFSA,AT - Attractant,No,No,AT,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0127:EN:NOT"">2008/127</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1503309323015&uri=CELEX:32017R0195"">Reg. (EU) 2017/195</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1599215034729&uri=CELEX:32020R1160"">Reg. (EU)2020/1160</a>","<a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1251/oj"">Reg. (EU) 2022/1251</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0918"">Reg. (EU) No 918/2014</a>",,,,,,,,,,,,,,,,,"AT, BG, DE, EL, ES, FR, IT, LU, NL, PT, SI",,2,No,Yes,No,,Straight Chain Lepidopteran Pheromones (SCLPs) - Acetates,1530,1498,Hexadecyl acetate (SCLP Acetates),Straight Chain Lepidopteran Pheromones (SCLP),Annex IV,Reg. (EU) 2023/1719,http://data.europa.eu/eli/reg/2023/1719/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=3350
282,Mecoprop-P,16484-77-8,Approved,01/06/2004,31/01/2021,COM,HB - Herbicide,No,No,IE,,<p>The original RMS was Denmark.</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32003L0070:EN:NOT"">03/70/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32003L0070:EN:NOT"">Dir. 03/70/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1482168922783&uri=CELEX:32016R2016"">Reg. (EU) 2016/2016</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1482168922783&uri=CELEX:32016R2016"">Reg. (EU) 2016/2016</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1542882404927&uri=CELEX:32018R1796"">Reg. (EU) 2018/1796</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1542882404927&uri=CELEX:32018R1796"">Reg. (EU) 2018/1796</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1517904431471&uri=CELEX:32018R0084"">Reg. (EU) 2018/84</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1517904431471&uri=CELEX:32018R0084"">Reg. (EU) 2018/84</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1575892902511&uri=CELEX:32019R2094"">Reg. (EU) 2019/2094</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1575892902511&uri=CELEX:32019R2094"">Reg. (EU) 2019/2094</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/2068/oj"">Reg. (EU) 2021/2068</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2021/52/oj"">Reg. (EU) 2021/52</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/324/oj"">Reg. (EU) 2024/324</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/787/oj"">Reg. (EU) 2025/787 </a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/114/oj"">Reg. (EU) No 2023/114</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32012R0823:EN:NOT"">Reg. (EU) No 823/2012</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32012R0823:EN:NOT"">Reg. (EU) No 823/2012</a>",0.01 mg/kg bw/day,Dir 03/70,,Not appl.,Dir 03/70,Dir 03/70,,0.04 mg/kg bw/day,Dir 03/70,,,,,,,,"AT, BE, BG, CY, CZ, DE, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, NL, NO, PL, PT, SI, SK",Acute Tox. 4 - H302; Aquatic Chronic 2 - H411; Eye Dam. 1 - H318,,No,No,No,,,,,,Mecoprop (sum of mecoprop-p and mecoprop expressed as mecoprop),Annex III,Reg. (EC) No 149/2008,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008R0149:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=147
262,Lauric acid  (CAS 143-07-7),143-07-7,Not approved,,,,,No,No,EL,AT,<p>Substance fulfilling criteria Annex VI Reg. 2229/2004</p><p>Former extension of approval : 15/12/2024 - Reg. (EU) 2024/1280 sets new expiry date to 31/08/2024</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0127:EN:NOT"">2008/127</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1531303737095&uri=CELEX:32017R0195"">Reg. (EU) 2017/195</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1599215034729&uri=CELEX:32020R1160"">Reg. (EU) 2020/1160</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/1446/oj"">Reg. (EU) 2023/1446</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/1280/oj"">Reg. (EU) 2024/1280</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/2221/oj"">Reg. (EU) 2024/2221</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/1092/oj"">Reg. (EU) 2025/1092</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",Not appl.,Dir 08/127,,Not appl.,Dir 08/127,Dir 08/127,,Not appl.,Dir 08/127,,,,,,,,,,,No,No,No,,Fatty acids C7 to C20 (Pelargonic acid (CAS 112-05-0)),113,502,Capric acid (CAS 334-48-5),Fatty acids C7-C20 ,Annex IV,Reg. (EC) No 839/2008,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32008R0839,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=413
876,Metolachlor,51218-45-2,Not approved,,,,HB - Herbicide,No,No,,,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32002R2076:EN:NOT"">2002/2076</a>",,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,Metolachlor and S-metolachlor (metolachlor including other mixtures of constituent isomers including S-metolachlor (sum of isomers)),Annex II,Reg. (EC) No 149/2008,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008R0149:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=156
675,Bixafen,581809-46-3,Approved,01/10/2013,31/10/2027,EFSA,FU - Fungicide,No,No,CZ,BE,<p>The original RMS was UK.</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32012D0363:EN:NOT"">2012/363/EU</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009D0700:EN:NOT"">Dossier complete 2009/700/EC</a>","<a href=""https://eur-lex.europa.eu/eli/reg_impl/2020/2007/oj"">Reg. (EU) 2020/2007</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/787/oj"">Reg. (EU) 2025/787</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0350:EN:NOT"">Reg. (EU) No 350/2013</a>; <a href=""http://eur-lex.europa.eu/eli/reg_impl/2018/155/oj"">Reg.(EU) 2018/155</a>",0.02 mg/kg bw/day,EFSA 2012,,0.2 mg/kg bw,EFSA 2012,EFSA 2012,,0.13 mg/kg bw/day,EFSA 2012,,,,,,,,"AT, BE, BG, CZ, DE, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, NL, NO, PL, PT, RO, SE, SI, SK",,,No,No,No,,,,,,Bixafen ,Annex III,Reg. (EU) No 270/2012,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32012R0270:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=2098
121,Fenamiphos (aka phenamiphos),22224-92-6,Not approved,01/08/2007,23/09/2020,EFSA,NE - Nematicide,No,No,EL,CY,<p>The original RMS was the Netherlands.</p><p><br></p><p>Withdrawal of authorisations by 23 March 2021</p><p>Max. period of grace: 23 September 2021</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32006L0085:EN:NOT"">06/85/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32015R0415"">Reg. (EU) 2015/415</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1530259345421&uri=CELEX:32018R0917"">Reg. (EU) 2018/917</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1557499937583&uri=CELEX:32019R0707"">Reg. (EU) 2019/707</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1593089089989&uri=CELEX:32020R0869"">Reg. (EU) 2020/869</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1599215034729&uri=CELEX:32020R1246"">Reg. (EU) 2020/1246</a>",0.0008 mg/kg bw/day,Reg. (EU) 2020/1246,,0.0025 mg/kg bw,Reg. (EU) 2020/1246,Reg. (EU) 2020/1246,,0.0008 mg/kg bw/day,Reg. (EU) 2020/1246,,,,,,,,,Acute Tox. 2 - H300; Acute Tox. 2 - H310; Acute Tox. 2 - H330; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410; Eye Irrit. 2 - H319,3,No,No,Yes,low ADI / ARfD / AOEL,,,,,Fenamiphos (sum of fenamiphos and its sulphoxide and sulphone expressed as fenamiphos),Annex II,Reg. (EU) No 559/2011,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0559:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=95
1496,(Z)-7-dodecen-1-yl acetate (SCLP Actetates),No CAS allocated,Approved,01/09/2022,30/08/2037,EFSA,AT - Attractant,No,No,,,,,"<a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1251/oj"">Reg. (EU) 2022/1251</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0918"">Reg. (EU) No 918/2014</a>",,,,,,,,,,,,,,,,,,,2,No,Yes,No,,Straight Chain Lepidopteran Pheromones (SCLPs) - Acetates,1530,374,(Z)-8-Dodecen-1-yl acetate (SCLP Actetates),Straight Chain Lepidopteran Pheromones (SCLP),Annex IV,Reg. (EU) 2023/1719,http://data.europa.eu/eli/reg/2023/1719/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=3350
508,Carbofuran,1563-66-2,Not approved,,,,IN - Insecticide,No,No,,,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007D0416:EN:NOT"">2007/416</a>",0.00015 mg/kg bw/day,EFSA 09,,0.00015 mg/kg bw,EFSA 09,EFSA 09,,0.0003 mg/kg bw/day,EFSA 09,,,,,,,,,Acute Tox. 2 - H300; Acute Tox. 2 - H330; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410,,No,No,No,,,,,,"Carbofuran (sum of carbofuran (including any carbofuran generated from carbosulfan, benfuracarb or furathiocarb) and 3-OH carbofuran expressed as carbofuran)",Annex III,Reg. (EC) No 149/2008,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008R0149:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=39
663,Ethyl formate,109-94-4,Not approved,,,,IN - Insecticide,No,No,,,<p>Never notified and authorised in the EU (used outside EU as post-harvest fumigant)</p>,,,,,,,,,,,,,,,,,,,,Acute Tox. 4 - H302; Acute Tox. 4 - H332; Eye Irrit. 2 - H319; Flam. Liq. 2 - H225; STOT SE 3 - H335,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
125,Fenbuconazole,114369-43-6,Not approved,01/05/2011,30/04/2021,COM,FU - Fungicide,No,No,SI,AT,<p>Initially non included by Decision 2008/934. Inclusion voted in SCoFCAH Oct 2010 following re-submission for inclusion according to Reg. 33/2008</p><p><br></p><p>The original RMS was UK.</p>,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0087:EN:NOT"">2010/87/EU</a>; <a href=""http://eur-lex.europa.eu/eli/reg_impl/2018/155/oj"">Reg. (EU) 2018/155</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.006 mg/kg bw/day,EFSA 10,,0.3 mg/kg bw,EFSA 10,EFSA 10,,0.02 mg/kg bw/day,EFSA 10,,,,,,,,,Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410,,No,No,No,,,,,,Fenbuconazole (sum of constituent enantiomers),Annex III,Reg. (EU) No 491/2014,http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1410352403329&uri=CELEX:32014R0491,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=297
931,Oxasulfuron,144651-06-9,Not approved,01/07/2003,08/08/2018,EFSA,HB - Herbicide,No,No,IT,AT,<p>Withdrawal authorisations by 8 November 2018. Max period of grace: 8 November 2019.</p>,"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32003L0023"">03/23/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009D0874:EN:NOT"">09/874/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32016R0950"">Reg. (EU) 2016/950</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1496323465808&uri=CELEX:32017R0841"">Reg. (EU) 2017/841</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1530259345421&uri=CELEX:32018R0917"">Reg. (EU) 2018/917</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32012R0823:EN:NOT"">Reg. (EU) No 823/2012</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1532014630390&uri=CELEX:32018R1019"">Reg. (EU) 2018/1019</a>",0.013 mg/kg bw/day,03/23/EC,,Not appl.,03/23/EC,03/23/EC,,0.013 mg/kg bw/day,03/23/EC,,,,,,,,,Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410; STOT RE 2 - H373,,No,No,No,,,,,,Oxasulfuron,Annex II,Reg. (EU) No 289/2014,http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1415366569519&uri=CELEX:32014R0289,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=170
1321,Methoxyfenozide,161050-58-4,Not approved,01/04/2019,31/03/2026,EFSA,IN - Insecticide,No,No,FR,HU,<p>The original RMS was UK.</p><p><br></p><p>Only uses in greenhouses shall be authorised.</p>,"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1496323465808&uri=CELEX:32017R0841"">Reg. (EU) 2017/841</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1530259345421&uri=CELEX:32018R0917"">Reg. (EU) 2018/917</a>","<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32005L0003:EN:NOT"">05/3/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1549018497246&uri=CELEX:32019R0158"">Reg. (EU) 2019/158</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.1 mg/kg bw/day,Reg. (EU) 2019/158,,0.1 mg/kg bw,Reg. (EU) 2019/158,Reg. (EU) 2019/158,,0.06 mg/kg bw/day,Reg. (EU) 2019/158,,,,,,,,"BE, CY, EL, ES, HR, HU, IT, MT",,3,No,No,Yes,two PBT criteria,,,,,Methoxyfenozide ,Annex II,Reg (EU) 2025/1163,http://data.europa.eu/eli/reg/2025/1163/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=159
513,Carbosulfan,55285-14-8,Not approved,,,,IN - Insecticide,No,No,,,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007D0415:EN:NOT"">2007/415</a>",0.005 mg/kg bw/day,EFSA 09,,0.005 mg/kg bw,EFSA 09,EFSA 09,,0.005 mg/kg bw/day,EFSA 09,,,,,,,,,Acute Tox. 2 - H330; Acute Tox. 3 - H301; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410; Skin Sens. 1 - H317,,No,No,No,,,,,,"Carbofuran (sum of carbofuran (including any carbofuran generated from carbosulfan, benfuracarb or furathiocarb) and 3-OH carbofuran expressed as carbofuran)",Annex II,Regulation (EU) 2015/399,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32015R0399,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=39
1499,"(E,Z)-3,13-Octadecadien-1-yl acetate (SCLP Acetates)",No CAS allocated,Approved,01/09/2022,30/08/2037,EFSA,AT - Attractant,No,No,,,,,"<a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1251/oj"">Reg. (EU) 2022/1251</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0918"">Reg. (EU) No 918/2014</a>",,,,,,,,,,,,,,,,,"BE, BG, ES, FR, IT, LV, PL, PT",,2,No,Yes,No,,Straight Chain Lepidopteran Pheromones (SCLPs) - Acetates,1530,1241,"(E,Z)-3,8-Tetradecadien-1-yl acetate (SCLP Acetates)",Straight Chain Lepidopteran Pheromones (SCLP),Annex IV,Reg. (EU) 2023/1719,http://data.europa.eu/eli/reg/2023/1719/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=3350
962,Penoxsulam,219714-96-2,Approved,01/08/2010,15/05/2027,EFSA,HB - Herbicide,No,No,IT,PL,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0025:EN:NOT"">2010/25/EU</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1511861569747&uri=CELEX:32017R2069"">Reg. (EU) 2017/2069</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/918/oj"">Reg. (EU) 2023/918</a>; <a href=""http://data.europa.eu/eli/reg_impl/2026/372/oj"">Reg. (EU) 2026/372 </a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.05 mg/kg bw/day,EFSA ´09,,Not appl.,EFSA ´09,EFSA ´09,,0.18 mg/kg bw/day,EFSA ´09,,,,,,,,"AT, BE, CY, CZ, DE, EL, ES, FR, HU, IT, LU, MT, PL, PT, SI, SK",,,No,No,No,,,,,,Penoxsulam,Annex II,Reg. (EU) 2018/1516,http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1541776506833&uri=CELEX:32018R1516,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=797
252,Karbutilate,4849-32-5,Not approved,,,,HB - Herbicide,No,No,,,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32002R2076:EN:NOT"">2002/2076</a>",,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
708,Propoxycarbazone,145026-81-9,Approved,01/09/2017,31/08/2032,EFSA,,No,No,SE,BE,<p>The original RMS was Germany.</p><p>RMS responsible for the last approval: SE</p><p>Co-RMS responsible for the last approval: EE</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32003L0119:EN:NOT"">2003/119/EC</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32006L0045:EN:NOT"">2006/45/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1482168922783&uri=CELEX:32016R2016"">Reg. (EU) 2016/2016</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32012R0823:EN:NOT"">Reg. (EU) No 823/2012</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1500475938494&uri=CELEX:32017R1115"">Reg. (EU) 2017/1115</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/1177/oj"">Reg. (EU) 2021/1177</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.4 mg/kg bw/day,03/119/EC,,Not appl.,03/119/EC,03/119/EC,,0.3 mg/kg bw/day,03/119/EC,,,,,,,,"BE, BG, CY, CZ, DE, EE, EL, ES, FI, FR, IE, IT, LT, LU, LV, NO, PL, RO, SE, SK",Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410,,No,No,No,,,,,,"Propoxycarbazone (propoxycarbazone, its salts and 2-hydroxypropoxycarbazone expressed as propoxycarbazone)",Annex II,Reg. (EU) No 703/2014,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0703,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=191
850,Phosmet,732-11-6,Not approved,01/10/2007,01/02/2022,EFSA,IN - Insecticide,No,No,ES,EL,<p>Grace period granted by Member States shall expire by 1/11/2022</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007L0025:EN:NOT"">07/25/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1530259345421&uri=CELEX:32018R0917"">Reg. (EU) 2018/917</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1557499937583&uri=CELEX:32019R0707"">Reg. (EU) 2019/707</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1593089089989&uri=CELEX:32020R0869"">Reg. (EU) 2020/869</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/94/oj"">Reg. (EU) 2022/94</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.001 mg/kg bw/day,Reg. (EU) 2022/94 ,,0.001 mg/kg bw,Reg. (EU) 2022/94 ,Reg. (EU) 2022/94 ,,0.001 mg/kg bw/day,Reg. (EU) 2022/94 ,,0.001 mg/kg bw,Reg. (EU) 2022/94 ,,,,,,Acute Tox. 3 - H301; Acute Tox. 4 - H332; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410; Repr. 2 - H361f; STOT SE 1 - H370,,No,No,No,,,,,,Phosmet (phosmet and phosmet oxon expressed as phosmet),Annex III,Reg. (EC) No 839/2008,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008R0839:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=353
