substance_id,substance_name,as_cas_number,substance_status,approval_date,expiry_date,risk_assessment,substance_category,as_is_group,as_micro_org,rms,corms,remark,legislations_old,legislations_actives,tox_value_adi,tox_source_adi,tox_remark_adi,tox_value_arfd,tox_sourc_earfd,tox_source_earfd,tox_remark_arfd,tox_value_aoel,tox_source_aoel,tox_remark_aoel,tox_value_aaoel,tox_source_aaoel,tox_remark_aaoel,tox_value_other,tox_source_other,tox_remark_other,authorisations_at_nat_level,classification_reg_1272,ac_type,basic_substance,low_risk_active_substance,candidate_for_substitution,candidate_for_substitution_type,active_substance_part_of_group,active_substance_part_of_group_id,as_member_id,as_member_name,pesticide_residue_linked,pest_res_linked_annex,pest_res_linked_legislation,pest_res_linked_legislation_url,pest_res_mrl_webpage
1222,Tribasic copper sulphate,12527-76-3,Approved,01/01/2019,30/06/2029,EFSA,,No,No,IT,PL,<p>Other CAS n° : 1333-22-8</p>,"<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1517904431471&uri=CELEX:32018R0084"">Reg.(EU) No 84/2018</a>","<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009L0037:EN:NOT"">2009/37/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1544804833561&uri=CELEX:32018R1981"">Reg. (EU) No 2018/1981</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32015R0232"">Reg. (EU) No 232/2015</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",, ,,, , ,,, ,,,,,,,,"AT, BG, CY, CZ, DE, EL, ES, HR, HU, IT, MT, PL, PT, SI, SK",,3,No,No,Yes,two PBT criteria,Copper compounds,1221,470,Bordeaux mixture,Copper compounds (Copper),Annex III,Reg. (EC) No 149/2008,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008R0149:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=262
913,Novaluron,116714-46-6,Not approved,,,,IN - Insecticide,No,No,,,<p>Applicant withdrew its application on 29 February 2012.</p>,,"<a href=""http://data.europa.eu/eli/dec_impl/2012/187/oj"">2001/861</a>",,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,Novaluron ,Annex III,Reg. (EU) No 813/2011,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0813:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=345
1180,Sulfuryl fluoride,2699-79-8,Approved,01/11/2010,31/01/2027,EFSA,IN - Insecticide,No,No,AT,,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0038:EN:NOT"">2010/38/EU</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32017R0270"">Reg. (EU) 2017/270</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1520343593562&uri=CELEX:32018R0184"">Reg. (EU) 2018/184</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/1757/oj"">Reg. (EU) 2023/1757</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) 540/2011</a>",,,,,,,,,,,,,,,,,"AT, BE, DE, EL, ES, FR, IE, IT, NL, PL, PT, SI",,,No,No,No,,,,,,Fluoride ion,Annex III,Reg. (EC) No 839/2008,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008R0839:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=782
1168,Spirodiclofen,148477-71-8,Not approved,01/08/2010,31/07/2020,COM,AC - Acaricide,No,No,AT,NL,"p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009D0579:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">Extension provisional authorisation (2009/579)</a>","<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0025:EN:NOT"">2010/25/EU</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>","<a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>",0.015 mg/kg bw/day,EFSA ´09,,Not appl.,EFSA ´09,EFSA ´09,,0.009 mg/kg bw/day,EFSA ´09,,,,,,,,,Aquatic Chronic 1 - H410; Carc. 1B - H350; Repr. 2 - H361f; STOT RE 2 - H373; Skin Sens. 1B - H317,,No,No,No,,,,,,Spirodiclofen ,Annex III,Reg. (EU) 2016/567,http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1461660826750&uri=CELEX:32016R0567,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=374
593,Cymoxanil,57966-95-7,Approved,01/09/2009,15/08/2026,EFSA,,No,No,LT,FI,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0125:EN:NOT"">2008/125</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1531303737095&uri=CELEX:32017R0195"">Reg. (EU) 2017/195</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/708/oj"">Reg. (EU) 2022/708</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/1446/oj"">Reg. (EU) 2023/1446</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.013 mg/kg bw/day,EFSA 08,,0.08 mg/kg bw,EFSA 08,EFSA 08,,0.01 mg/kg bw/day,Dir 08/125,,,,,,,,"AT, BE, BG, CY, CZ, DE, DK, EL, ES, FI, FR, HR, HU, IE, IT, LU, MT, NL, NO, PL, PT, RO, SE, SI, SK",Acute Tox. 4 - H302; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410; Repr. 2 - H361fd; STOT RE 2 - H373; Skin Sens. 1 - H317,,No,No,No,,,,,,Cymoxanil,Annex II,Reg. (EU) 2018/832,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018R0832,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=265
628,Diethatyl  (-ethyl),38727-55-8,Not approved,,,,HB - Herbicide,No,No,,,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32002R2076:EN:NOT"">2002/2076</a>",,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
177,Triflumizole,68694-11-1,Not approved,01/07/2010,30/06/2020,COM,FU - Fungicide,No,No,NL,BE,"p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0748:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">Initially non included by Decision 2008/748. Included as from 1 July 2010 following re-submission for inclusion according to Reg. 33/2008.</a>","<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0027:EN:NOT"">2010/27/EU</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>","<a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>",0.05 mg/kg bw/day,2010/27/EU,,0.1 mg/kg bw,2010/27/EU,2010/27/EU,,0.05 mg/kg bw/day,2010/27/EU,,,,,,,,,Acute Tox. 4 - H302; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410; Repr. 1B - H360D; STOT RE 2 - H373; Skin Sens. 1 - H317,,No,No,No,,,,,,"Triflumizole: Triflumizole and metabolite FM-6-1(N-(4-chloro-2-trifluoromethylphenyl)-n-propoxyacetamidine), expressed as Triflumizole",Annex II,Reg. (EU) 2018/1516,http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1541776506833&uri=CELEX:32018R1516,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=395
503,Caprylic acid (CAS 124-07-2),124-07-2,Approved,01/09/2009,01/12/2026,COM,,No,No,EL,,<p>Substance fulfilling criteria Annex VI Reg. 2229/2004</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0127:EN:NOT"">2008/127</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1531303737095&uri=CELEX:32017R0195"">Reg. (EU) 2017/195</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1599215034729&uri=CELEX:32020R1160"">Reg. (EU) 2020/1160</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/1446/oj"">Reg. (EU) 2023/1446</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/1280/oj"">Reg. (EU) 2024/1280</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/2221/oj"">Reg. (EU) 2024/2221</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",, ,,, , ,,, ,,,,,,,,"AT, CZ, FI, IT, NO, SE, SK",,,No,No,No,,Fatty acids C7 to C20 (Pelargonic acid (CAS 112-05-0)),113,502,Capric acid (CAS 334-48-5),Fatty acids C7-C20 ,Annex IV,Reg. (EC) No 839/2008,http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32008R0839,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=413
1166,Spinetoram,See note ,Not approved,01/07/2014,30/06/2024,EFSA,IN - Insecticide,No,No,HR,FR,<p>The original RMS was UK.</p><p>CAS (ECHA) Spinetoram J : 187166-40-1</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0740:EN:NOT"">Dossier complete 08/740/EC</a>","<a href=""http://eur-lex.europa.eu/eli/reg_impl/2018/155/oj"">Reg. (EU) 2018/155</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2020/2007/oj"">Reg. (EU) 2020/2007</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/489/oj"">Reg. (EU) 2022/489</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/1092/oj"">Reg. (EU) 2025/1092</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32014R0140:EN:NOT"">Reg. (EU) No 140/2014</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.025 mg/kg bw/day,EFSA 2013,,0.1 mg/kg bw,EFSA 2013,EFSA 2013,,0.0065 mg/kg bw/day,EFSA 2013,,,,,,,,"PL, PT",,,No,No,No,,,,,,Spinetoram (XDE-175),Annex III,Reg. (EU) 2020/856,http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1592999849847&uri=CELEX:32020R0856,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=805
46,Plant oils / Ylang-Ylang oil,No CAS allocated,Not approved,,,,,No,No,,,<p>Plant extract</p>,,,,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
290,Picloram,1918-02-1,Approved,01/01/2009,15/02/2028,EFSA,HB - Herbicide,No,No,PL,CZ,"p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0069:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">Original inclusion Directive 2008/69/EC</a></p><p><br></p><p>The original RMS was the UK.","<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0039:EN:NOT"">2010/39/EU</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1542882404927&uri=CELEX:32018R1796"">Reg. (EU) 2018/1796</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1569849607755&uri=CELEX:32019R1589"">Reg. (EU) 2019/1589</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1603180526907&uri=CELEX:32020R1511"">Reg. (EU) 2020/1511</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/1449/oj"">Reg. (EU) 2021/1449</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1480/oj"">Reg. (EU) 2022/1480</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/2592/oj"">Reg. (EU) 2023/2592</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.3 mg/kg bw/day,Dir 08/69,,0.3 mg/kg bw,Dir 08/69,Dir 08/69,,0.3 mg/kg bw/day,Dir 08/69,,,,,,,,"AT, BE, BG, CZ, DE, DK, EE, EL, ES, FI, FR, HR, HU, IE, IT, LT, LU, LV, PL, RO, SE, SI, SK",,,No,No,No,,,,,,"Picloram, free and conjugated, expressed as picloram",Annex III,Reg (EU) 2025/1305,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202501305,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=4010
1168,Spirodiclofen,148477-71-8,Not approved,01/08/2010,31/07/2020,COM,IN - Insecticide,No,No,AT,NL,"p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32009D0579:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">Extension provisional authorisation (2009/579)</a>","<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32010L0025:EN:NOT"">2010/25/EU</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>","<a href=""http://data.europa.eu/eli/reg_impl/2022/801/oj"">Reg. (EU) 2022/801</a>",0.015 mg/kg bw/day,EFSA ´09,,Not appl.,EFSA ´09,EFSA ´09,,0.009 mg/kg bw/day,EFSA ´09,,,,,,,,,Aquatic Chronic 1 - H410; Carc. 1B - H350; Repr. 2 - H361f; STOT RE 2 - H373; Skin Sens. 1B - H317,,No,No,No,,,,,,Spirodiclofen ,Annex III,Reg. (EU) No 520/2011 ,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:140:0002:0047:EN:PDF,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=374
505,Captan,133-06-02,Approved,01/11/2024,31/10/2039,EFSA,,No,No,AT,IT,<p>The original RMS was Italy.</p>,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007L0005:EN:NOT"">07/5/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1530259345421&uri=CELEX:32018R0917"">Reg. (EU) 2018/917</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1557499937583&uri=CELEX:32019R0707"">Reg. (EU) 2019/707</a>","<a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1593089089989&uri=CELEX:32020R0869"">Reg. (EU) 2020/869</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/708/oj"">Reg. (EU) 2022/708</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/918/oj"">Reg. (EU) 2023/918</a>; <a href=""http://data.europa.eu/eli/reg_impl/2024/2186/oj"">Reg. (EU) 2024/2186</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.25 mg/kg bw/day,Review Report July 2024,,0.9 mg/kg bw,Review Report July 2024,Review Report July 2024,,0.25 mg/kg bw/day,Review Report July 2024,,0.9 mg/kg bw/day,Review Report July 2024,,,,,"AT, BE, BG, CY, CZ, DE, EE, EL, ES, FR, HR, HU, IE, IT, LU, LV, NL, PL, PT, RO, SI, SK",Acute Tox. 3 - H331; Aquatic Acute 1 - H400; Carc. 2 - H351; Eye Dam. 1 - H318; Skin Sens. 1 - H317,,No,No,No,,,,,,"Captan (Sum of captan and THPI, expressed as captan)",Annex II,Reg. (EU) No 251/2013,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0251:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=36
148,Topramezone,210631-68-8,Not approved,,,,HB - Herbicide,No,No,FR,,"p><a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013D0205:EN:NOT"" rel=""noopener noreferrer"" target=""_blank"">Provisional authorisations extended for a period ending on 30 April 2015.</a>",,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32003D0850:EN:NOT"">Dossier complete 03/850/EC</a>; <a href=""http://data.europa.eu/eli/reg_impl/2021/79/oj"">Reg. (EU) 2021/79</a>",0.001 mg/kg bw/day,EFSA 2014,,0.001 mg/kg bw,EFSA 2014,EFSA 2014,,0.0006 mg/kg bw/day,EFSA 2014,,,,,,,,,,,No,No,No,,,,,,Topramezone (BAS 670H),Annex III,Reg. (EC) No 839/2008,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008R0839:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=810
1170,Spirotetramat,203313-25-1,Not approved,01/05/2014,30/04/2024,EFSA,,No,No,AT,NO,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007D0560:EN:NOT"">Dossier complete 07/560/EC</a>","<a href=""http://eur-lex.europa.eu/eli/reg_impl/2018/155/oj"">Reg. (EU) 2018/155</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2020/2007/oj"">Reg. (EU) 2020/2007</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/489/oj"">Reg. (EU) 2022/489</a>; <a href=""http://data.europa.eu/eli/reg_impl/2025/1092/oj"">Reg. (EU) 2025/1092</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R1177:EN:NOT"">Reg. (EU) No 1177/2013</a>",0.05 mg/kg bw/day,EFSA 2013,,1.0 mg/kg bw,EFSA 2013,EFSA 2013,,0.05 mg/kg bw/day,EFSA 2013,,,,,,,,"PL, PT",Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410; Eye Irrit. 2 - H319; Repr. 2 - H361fd; STOT SE 3 - H335; Skin Sens. 1A - H317,,No,No,No,,,,,,"Spirotetramat and spirotetramat-enol (sum of), expressed as spirotetramat",Annex II,Reg. (EU) 2022/1324,http://data.europa.eu/eli/reg/2022/1324/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=2750
429,Bacillus sphaericus,No CAS allocated,Not approved,,,,,No,Yes,,,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32007D0442:EN:NOT"">2007/442</a>",,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
1385,Metiram,9006-42-2,Not approved,01/07/2006,28/11/2023,COM,FU - Fungicide,No,No,IT,,"p>Commission Implementing Regulation (EU) 2023/114&nbsp;<a href=""https://eur-lex.europa.eu/eli/reg_impl/2023/2455/oj#ntr7-L_202302455EN.000101-E0007"" rel=""noopener noreferrer"" target=""_blank"">(7)</a>&nbsp;extended the approval period of metiram to 31&nbsp;January 2024 in order to allow the renewal process to be completed before the expiry of the approval period of that substance. However, given that a decision on the non-renewal of the approval has been taken ahead of the expiry of that extended approval period, this Regulation should start to apply earlier than that date.</p><p>Any grace period granted by Member States in accordance with Article&nbsp;46 of Regulation (EC) No&nbsp;1107/2009 shall expire by 28&nbsp;November 2024.</p><p>Member States shall withdraw authorisations for plant protection products containing metiram as an active substance by 28&nbsp;May 2024.","<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32005L0072:EN:NOT"">Dir. 05/72/EC</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1542882404927&uri=CELEX:32018R1796"">Reg. (EU) 2018/1796</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1575892902511&uri=CELEX:32019R2094"">Reg. (EU) 2019/2094</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1517904431471&uri=CELEX:32018R0084"">Reg. (EU) 84/2018</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32013R0762:EN:NOT"">Reg. (EU) No 762/2013</a>","<a href=""http://data.europa.eu/eli/reg_impl/2021/2068/oj"">Reg. (EU) 2021/2068</a>; <a href=""https://eur-lex.europa.eu/eli/reg_impl/2021/52/oj"">Reg. (EU) 2021/52</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/2455/oj"">Reg. (EU) 2023/2455</a>; <a href=""http://data.europa.eu/eli/reg_impl/2023/114/oj"">Reg. (EU) No 2023/114</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>",0.026 mg/kg bw/day,Reg. (EU) 2023/2455,metiram,0.026 mg/kg bw,Reg. (EU) 2023/2455,Reg. (EU) 2023/2455,metriam,0.013 mg/kg bw/day,Reg. (EU) 2023/2455,metiram,0.013 mg/kg bw,Reg. (EU) 2023/2455,metiram,,,,,,,No,No,No,,,,,,"Dithiocarbamates (dithiocarbamates expressed as CS2, including maneb, mancozeb, metiram, propineb, thiram and ziram)",Annex II,Reg. (EU) No 978/2011 ,http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0978:EN:NOT,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=83
784,Tefluthrin,79538-32-2,Approved,01/01/2012,31/05/2027,EFSA,IN - Insecticide,No,No,HU,DK,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008D0934:EN:NOT"">2008/934/EC</a>","<a href=""http://data.europa.eu/eli/reg_impl/2024/2781/oj"">Reg. (EU) 2024/2781</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1550657879685&uri=CELEX:32019R0291"">Reg. (EU) No 2019/291</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0800:EN:NOT"">Reg. (EU) No 800/2011</a>",0.005 mg/kg bw/day,EFSA 10,,0.005 mg/kg bw,EFSA 10,EFSA 10,,0.0015 mg/kg bw/day,EFSA 10,,,,,,,,"AT, BE, BG, CY, CZ, DE, DK, EE, EL, ES, FR, HR, HU, IE, IT, LT, LU, LV, MT, NL, PL, PT, RO, SE, SI, SK",Acute Tox. 1 - H330; Acute Tox. 2 - H300; Acute Tox. 2 - H310; Aquatic Acute 1 - H400; Aquatic Chronic 1 - H410,,No,No,No,,,,,,Tefluthrin (tefluthrin including other mixtures of constituent isomers (sum of isomers)),Annex II,Reg. (EU) 2021/1110,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32021R1110&qid=1630330541499,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=2690
1246,(Z)-8-Tetradecen-1-yl acetate (SCLP Acetates),No CAS allocated,Approved,01/09/2022,30/08/2037,EFSA,AT - Attractant,No,No,AT,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32008L0127:EN:NOT"">2008/127</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1503309323015&uri=CELEX:32017R0195"">Reg. (EU) 2017/195</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1599215034729&uri=CELEX:32020R1160"">Reg. (EU)2020/1160</a>","<a href=""http://data.europa.eu/eli/reg_impl/2021/745/oj"">Reg. (EU) 2021/745</a>; <a href=""http://data.europa.eu/eli/reg_impl/2022/1251/oj"">Reg. (EU) 2022/1251</a>; <a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32011R0540:EN:NOT"">Reg. (EU) No 540/2011</a>; <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32014R0918"">Reg. (EU) No 918/2014</a>",,,,,,,,,,,,,,,,,"BE, PL, SE",,2,No,Yes,No,,Straight Chain Lepidopteran Pheromones (SCLPs) - Acetates,1530,356,"(Z,E)-9,12-Tetradecadien-1-yl acetate (SCLP  - Acetates)",Straight Chain Lepidopteran Pheromones (SCLP),Annex IV,Reg. (EU) 2023/1719,http://data.europa.eu/eli/reg/2023/1719/oj,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/start/screen/mrls/details?lg_code=EN&pest_res_id_list=3350
320,Alkyltrimethyl ammonium chloride,No CAS allocated,Not approved,,,,BA - Bactericide,No,No,,,,,"<a href=""http://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CELEX:32002R2076:EN:NOT"">2002/2076</a>",,,,,,,,,,,,,,,,,,,,No,No,No,,,,,,Default MRL of 0.01 mg/kg according to Art 18(1)(b) Reg 396 / 2005,,,,
